"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:08:53,9851911","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat","SUCCESS","AllocationSize: 311 296, EndOfFile: 311 296, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:53,9854448","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9854839","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies","SUCCESS","CreationTime: 19.08.2015 11:20:50, LastAccessTime: 13.11.2015 9:02:22, LastWriteTime: 13.11.2015 9:02:22, ChangeTime: 18.11.2015 15:05:38, FileAttributes: HSDNCI"
"15:08:53,9855142","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies","SUCCESS",""
"15:08:53,9856708","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9857112","GPU-Z.exe","1748","SetBasicInformationFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies","SUCCESS","CreationTime: 01.01.1601 5:00:00, LastAccessTime: 01.01.1601 5:00:00, LastWriteTime: 01.01.1601 5:00:00, ChangeTime: 01.01.1601 5:00:00, FileAttributes: HSNNCI"
"15:08:53,9857608","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies","SUCCESS",""
"15:08:53,9859307","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"15:08:53,9861273","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies\index.dat","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9861659","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies\index.dat","SUCCESS","CreationTime: 19.08.2015 11:21:46, LastAccessTime: 19.08.2015 11:21:46, LastWriteTime: 18.11.2015 15:05:35, ChangeTime: 18.11.2015 15:05:38, FileAttributes: HSANCI"
"15:08:53,9861927","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies\index.dat","SUCCESS",""
"15:08:53,9862576","GPU-Z.exe","1748","SetBasicInformationFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies\index.dat","SUCCESS","CreationTime: 01.01.1601 5:00:00, LastAccessTime: 01.01.1601 5:00:00, LastWriteTime: 18.11.2015 15:08:48, ChangeTime: 01.01.1601 5:00:00, FileAttributes: n/a"
"15:08:53,9863050","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Users\Admin\AppData\Roaming\Microsoft\Windows\Cookies\index.dat","SUCCESS","AllocationSize: 32 768, EndOfFile: 32 768, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:53,9865508","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9865925","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS","CreationTime: 19.08.2015 11:21:46, LastAccessTime: 18.11.2015 11:09:27, LastWriteTime: 18.11.2015 11:09:27, ChangeTime: 18.11.2015 15:05:38, FileAttributes: HSDNCI"
"15:08:53,9866237","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS",""
"15:08:53,9867650","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9868023","GPU-Z.exe","1748","SetBasicInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS","CreationTime: 01.01.1601 5:00:00, LastAccessTime: 01.01.1601 5:00:00, LastWriteTime: 01.01.1601 5:00:00, ChangeTime: 01.01.1601 5:00:00, FileAttributes: HSNNCI"
"15:08:53,9868502","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS",""
"15:08:53,9869849","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"15:08:53,9871890","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9872267","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat","SUCCESS","CreationTime: 19.08.2015 11:21:46, LastAccessTime: 19.08.2015 11:21:46, LastWriteTime: 18.11.2015 15:05:35, ChangeTime: 18.11.2015 15:05:38, FileAttributes: HSANCI"
"15:08:53,9872566","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat","SUCCESS",""
"15:08:53,9873391","GPU-Z.exe","1748","SetBasicInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat","SUCCESS","CreationTime: 01.01.1601 5:00:00, LastAccessTime: 01.01.1601 5:00:00, LastWriteTime: 18.11.2015 15:08:48, ChangeTime: 01.01.1601 5:00:00, FileAttributes: n/a"
"15:08:53,9873803","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat","SUCCESS","AllocationSize: 49 152, EndOfFile: 49 152, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:53,9876138","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9876538","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5","SUCCESS","CreationTime: 19.08.2015 11:21:46, LastAccessTime: 26.08.2015 18:09:29, LastWriteTime: 26.08.2015 18:09:29, ChangeTime: 18.11.2015 15:08:53, FileAttributes: HSDNCI"
"15:08:53,9876806","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5","SUCCESS",""
"15:08:53,9879158","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\desktop.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9879575","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\desktop.ini","SUCCESS","CreationTime: 19.08.2015 11:21:46, LastAccessTime: 19.08.2015 11:21:46, LastWriteTime: 19.08.2015 11:21:46, ChangeTime: 19.08.2015 11:21:46, FileAttributes: HSNCI"
"15:08:53,9879891","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\desktop.ini","SUCCESS",""
"15:08:53,9882028","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9882397","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS","CreationTime: 19.08.2015 11:21:46, LastAccessTime: 18.11.2015 11:09:27, LastWriteTime: 18.11.2015 11:09:27, ChangeTime: 18.11.2015 15:08:53, FileAttributes: HSDNCI"
"15:08:53,9882660","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5","SUCCESS",""
"15:08:53,9884921","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\desktop.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:53,9885338","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\desktop.ini","SUCCESS","CreationTime: 19.08.2015 11:21:46, LastAccessTime: 19.08.2015 11:21:46, LastWriteTime: 19.08.2015 11:21:46, ChangeTime: 19.08.2015 11:21:46, FileAttributes: HSNCI"
"15:08:53,9885623","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local\Microsoft\Windows\History\History.IE5\desktop.ini","SUCCESS",""
"15:08:54,0032259","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\ntmarta.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:54,0034308","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\ntmarta.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0035300","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\ntmarta.dll","SUCCESS","CreationTime: 14.07.2009 4:34:20, LastAccessTime: 14.07.2009 4:34:20, LastWriteTime: 14.07.2009 6:16:11, ChangeTime: 19.08.2015 17:07:59, FileAttributes: A"
"15:08:54,0035581","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\ntmarta.dll","SUCCESS",""
"15:08:54,0036946","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\ntmarta.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0037938","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\ntmarta.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:54,0039478","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\ntmarta.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:54,0042261","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\ntmarta.dll","SUCCESS",""
"15:08:54,0116448","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\dnsapi.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:54,0118445","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0119410","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","CreationTime: 21.11.2010 8:24:26, LastAccessTime: 21.11.2010 8:24:26, LastWriteTime: 21.11.2010 8:24:26, ChangeTime: 19.08.2015 17:07:48, FileAttributes: A"
"15:08:54,0119696","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS",""
"15:08:54,0120990","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0121978","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\dnsapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:54,0123066","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:54,0125516","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\dnsapi.dll","SUCCESS",""
"15:08:54,0167821","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\RASAPI32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:54,0169870","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\rasapi32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0170880","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\rasapi32.dll","SUCCESS","CreationTime: 14.07.2009 4:55:16, LastAccessTime: 14.07.2009 4:55:16, LastWriteTime: 14.07.2009 6:16:12, ChangeTime: 19.08.2015 17:08:01, FileAttributes: A"
"15:08:54,0171178","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\rasapi32.dll","SUCCESS",""
"15:08:54,0172614","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\rasapi32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0173619","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\rasapi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:54,0175221","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\rasapi32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:54,0178038","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\rasapi32.dll","SUCCESS",""
"15:08:54,0181909","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\rasman.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:54,0184560","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\rasman.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0185653","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\rasman.dll","SUCCESS","CreationTime: 14.07.2009 4:54:43, LastAccessTime: 14.07.2009 4:54:43, LastWriteTime: 14.07.2009 6:16:12, ChangeTime: 19.08.2015 17:08:01, FileAttributes: A"
"15:08:54,0186009","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\rasman.dll","SUCCESS",""
"15:08:54,0187677","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\rasman.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0188756","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\rasman.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:54,0190240","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\rasman.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:54,0192921","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\rasman.dll","SUCCESS",""
"15:08:54,0198267","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\rtutils.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:54,0200751","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\rtutils.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:54,0201822","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\rtutils.dll","SUCCESS","CreationTime: 21.11.2010 8:24:01, LastAccessTime: 21.11.2010 8:24:01, LastWriteTime: 21.11.2010 8:24:01, ChangeTime: 19.08.2015 17:08:01, FileAttributes: A"
"15:08:54,0202178","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\rtutils.dll","SUCCESS",""
"15:08:54,0204355","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\rtutils.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
