"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:08:49,1992036","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\userenv.dll","SUCCESS",""
"15:08:49,1995341","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\profapi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,1997957","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,1999489","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS","CreationTime: 14.07.2009 4:12:02, LastAccessTime: 14.07.2009 4:12:02, LastWriteTime: 14.07.2009 6:16:12, ChangeTime: 19.08.2015 17:08:00, FileAttributes: A"
"15:08:49,1999748","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS",""
"15:08:49,2001007","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,2002201","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\profapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,2003105","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\profapi.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,2004861","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS",""
"15:08:49,2008008","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\WTSAPI32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,2009886","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,2011120","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","CreationTime: 21.11.2010 8:23:54, LastAccessTime: 21.11.2010 8:23:54, LastWriteTime: 21.11.2010 8:23:54, ChangeTime: 19.08.2015 17:08:05, FileAttributes: A"
"15:08:49,2011339","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS",""
"15:08:49,2012809","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,2013775","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\wtsapi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,2014600","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,2015961","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS",""
"15:08:49,2020534","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\IPHLPAPI.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,2022614","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,2023523","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","CreationTime: 21.11.2010 8:24:32, LastAccessTime: 21.11.2010 8:24:32, LastWriteTime: 21.11.2010 8:24:32, ChangeTime: 19.08.2015 17:07:50, FileAttributes: A"
"15:08:49,2023738","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS",""
"15:08:49,2025463","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,2026534","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\IPHLPAPI.DLL","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,2027407","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,2028943","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS",""
"15:08:49,2031528","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\WINNSI.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,2033451","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,2034324","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","CreationTime: 14.07.2009 4:12:05, LastAccessTime: 14.07.2009 4:12:05, LastWriteTime: 14.07.2009 6:16:19, ChangeTime: 19.08.2015 17:08:04, FileAttributes: A"
"15:08:49,2034535","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS",""
"15:08:49,2036009","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,2037225","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\winnsi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,2038090","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,2039959","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS",""
"15:08:49,3824393","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","Desired Access: Read Data/List Directory, Write Data/Add File, Write EA, Write Attributes, Read Control, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,3824907","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","AllocationSize: 663 552, EndOfFile: 660 928, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:49,3825122","GPU-Z.exe","1748","CloseFile","C:\Windows\System32\atiapfxx.blb","SUCCESS",""
"15:08:49,3831872","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","Desired Access: Read Data/List Directory, Write Data/Add File, Write EA, Write Attributes, Read Control, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,3832390","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","AllocationSize: 663 552, EndOfFile: 660 928, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:49,3832803","GPU-Z.exe","1748","ReadFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","Offset: 0, Length: 660 928, Priority: Normal"
"15:08:49,3836353","GPU-Z.exe","1748","CloseFile","C:\Windows\System32\atiapfxx.blb","SUCCESS",""
"15:08:49,3934442","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,3934820","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Users\Admin\AppData\Local","SUCCESS","CreationTime: 19.08.2015 11:20:50, LastAccessTime: 05.10.2015 20:11:31, LastWriteTime: 05.10.2015 20:11:31, ChangeTime: 05.10.2015 20:11:31, FileAttributes: DNCI"
"15:08:49,3935074","GPU-Z.exe","1748","CloseFile","C:\Users\Admin\AppData\Local","SUCCESS",""
"15:08:49,3938357","GPU-Z.exe","1748","CreateFile","C:\Users\Admin\AppData\Local\ATI\ACE\APL\User.blb","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"15:08:49,3992048","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdocl12cl.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,3994299","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdocl12cl.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,3994712","GPU-Z.exe","1748","QueryBasicInformationFile","C:\Windows\SysWOW64\amdocl12cl.dll","SUCCESS","CreationTime: 04.08.2015 10:57:46, LastAccessTime: 27.08.2015 10:52:46, LastWriteTime: 04.08.2015 10:57:46, ChangeTime: 05.10.2015 12:00:29, FileAttributes: A"
"15:08:49,3994975","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\amdocl12cl.dll","SUCCESS",""
"15:08:49,3996252","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdocl12cl.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:49,3996704","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\amdocl12cl.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:49,4043614","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\amdocl12cl.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:49,4044974","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\amdocl12cl.dll","SUCCESS",""
"15:08:49,4070518","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4072524","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4076061","GPU-Z.exe","1748","CreateFile","C:\Windows\system\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4078379","GPU-Z.exe","1748","CreateFile","C:\Windows\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4080354","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4086033","GPU-Z.exe","1748","CreateFile","C:\ProgramData\Oracle\Java\javapath\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4088610","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4090725","GPU-Z.exe","1748","CreateFile","C:\Windows\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4093516","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wbem\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4096659","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4100828","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\AMD\ATI.ACE\Core-Static\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4101912","GPU-Z.exe","1748","CreateFile","C:\program files (x86)\ati technologies\ati.ace\core-static\amdoclsc.DLL","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4106982","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\Microsoft SQL Server\100\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4111941","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\100\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4116888","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\100\DTS\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4119942","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4125121","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\110\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4127110","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4128870","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4132828","GPU-Z.exe","1748","CreateFile","C:\Windows\system\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4135159","GPU-Z.exe","1748","CreateFile","C:\Windows\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4136941","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4141514","GPU-Z.exe","1748","CreateFile","C:\ProgramData\Oracle\Java\javapath\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4143309","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4145131","GPU-Z.exe","1748","CreateFile","C:\Windows\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4148348","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wbem\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4151512","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4155598","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\AMD\ATI.ACE\Core-Static\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4156656","GPU-Z.exe","1748","CreateFile","C:\program files (x86)\ati technologies\ati.ace\core-static\amdoclsc.DLL","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4161809","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\Microsoft SQL Server\100\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4166904","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\100\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4171851","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\100\DTS\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4174998","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4180071","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\110\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4182051","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4184057","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4187002","GPU-Z.exe","1748","CreateFile","C:\Windows\system\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4188810","GPU-Z.exe","1748","CreateFile","C:\Windows\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4190605","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4195055","GPU-Z.exe","1748","CreateFile","C:\ProgramData\Oracle\Java\javapath\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4196947","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4198812","GPU-Z.exe","1748","CreateFile","C:\Windows\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4201577","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wbem\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4204803","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4208863","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\AMD\ATI.ACE\Core-Static\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4209894","GPU-Z.exe","1748","CreateFile","C:\program files (x86)\ati technologies\ati.ace\core-static\amdoclsc.DLL","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4214845","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\Microsoft SQL Server\100\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4219761","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\100\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4224707","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\100\DTS\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4227968","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4233077","GPU-Z.exe","1748","CreateFile","C:\Program Files\Microsoft SQL Server\110\Tools\Binn\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4234982","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4236843","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4239559","GPU-Z.exe","1748","CreateFile","C:\Windows\system\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4241425","GPU-Z.exe","1748","CreateFile","C:\Windows\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:08:49,4243369","GPU-Z.exe","1748","CreateFile","C:\Program Files (x86)\GPU-Z\amdoclsc.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
